CSD Code / Code de la SDR 2016,CSD Name / Nom de la SDR 2016,Census Population / Population de recensement 2016,Income / Revenu 2016,Education / Scolarité 2016,Housing / Logement 2016,Labour Force Activity / Activité sur le marché du travail 2016,CWB / IBC 2016,Community Type / Type de communauté 2016
4603040,Altona,4212,72,53,95,88,77,Non-Indigenous Community / Communauté non-Autochtone
4603041,Rhineland,5945,63,44,94,88,72,Non-Indigenous Community / Communauté non-Autochtone
4603047,Stanley,9038,62,44,93,88,71,Non-Indigenous Community / Communauté non-Autochtone
4603050,Winkler,12591,68,46,95,88,74,Non-Indigenous Community / Communauté non-Autochtone
4603053,Morden,8668,73,58,97,89,79,Non-Indigenous Community / Communauté non-Autochtone
4603058,Thompson,1422,69,52,93,90,76,Non-Indigenous Community / Communauté non-Autochtone
4603062,Roland,1129,70,42,88,90,73,Non-Indigenous Community / Communauté non-Autochtone
4603065,Morris,3047,73,49,94,89,76,Non-Indigenous Community / Communauté non-Autochtone
4603067,Morris,1885,75,55,93,89,78,Non-Indigenous Community / Communauté non-Autochtone
4603072,Dufferin,2435,84,60,93,90,82,Non-Indigenous Community / Communauté non-Autochtone
4603074,Carman,3164,76,55,97,89,79,Non-Indigenous Community / Communauté non-Autochtone
4604034,Pembina,2347,72,54,95,90,78,Non-Indigenous Community / Communauté non-Autochtone
4604040,Louise,1918,72,57,97,87,78,Non-Indigenous Community / Communauté non-Autochtone
4604052,Cartwright-Roblin,1308,70,54,96,90,78,Non-Indigenous Community / Communauté non-Autochtone
4604057,Argyle,1025,73,46,93,90,76,Non-Indigenous Community / Communauté non-Autochtone
4604064,Lorne,3041,73,57,97,94,80,Non-Indigenous Community / Communauté non-Autochtone
4604068,Swan Lake  7,347,45,38,86,74,61,First Nations Community / Communauté des Premières Nations
4605025,Killarney - Turtle Mountain,3429,74,56,97,90,80,Non-Indigenous Community / Communauté non-Autochtone
4605032,Boissevain-Morton,2353,83,59,97,89,82,Non-Indigenous Community / Communauté non-Autochtone
4605038,Deloraine-Winchester,1489,76,55,98,94,81,Non-Indigenous Community / Communauté non-Autochtone
4605044,Brenda-Waskada,674,77,53,98,91,80,Non-Indigenous Community / Communauté non-Autochtone
4605052,Melita,1042,79,56,95,87,79,Non-Indigenous Community / Communauté non-Autochtone
4605056,Two Borders,1175,80,53,97,92,80,Non-Indigenous Community / Communauté non-Autochtone
4605062,Grassland,1561,96,57,95,90,84,Non-Indigenous Community / Communauté non-Autochtone
4605071,Prairie Lakes,1453,73,53,94,90,77,Non-Indigenous Community / Communauté non-Autochtone
4606016,Sifton,1256,77,60,96,92,81,Non-Indigenous Community / Communauté non-Autochtone
4606023,Pipestone,1458,76,51,95,91,78,Non-Indigenous Community / Communauté non-Autochtone
4606029,Canupawakpa Dakota First Nation (Oak Lake 59),305,42,28,63,55,47,First Nations Community / Communauté des Premières Nations
4606031,Wallace-Woodworth,2948,75,56,94,90,79,Non-Indigenous Community / Communauté non-Autochtone
4606034,Virden,3322,82,58,98,89,82,Non-Indigenous Community / Communauté non-Autochtone
4606040,Sioux Valley Dakota Nation,1028,41,41,78,63,56,First Nations Community / Communauté des Premières Nations
4607039,Glenboro-South Cypress,1565,78,59,93,92,80,Non-Indigenous Community / Communauté non-Autochtone
4607046,Oakland-Wawanesa,1690,78,64,96,94,83,Non-Indigenous Community / Communauté non-Autochtone
4607052,Souris-Glenwood,2562,75,59,95,88,79,Non-Indigenous Community / Communauté non-Autochtone
4607057,Whitehead,1661,77,62,98,91,82,Non-Indigenous Community / Communauté non-Autochtone
4607060,Cornwallis,4520,78,62,95,91,82,Non-Indigenous Community / Communauté non-Autochtone
4607062,Brandon,48859,77,63,94,88,81,Non-Indigenous Community / Communauté non-Autochtone
4607066,North Cypress-Langford,2745,77,62,97,92,82,Non-Indigenous Community / Communauté non-Autochtone
4607068,Carberry,1738,75,56,98,89,79,Non-Indigenous Community / Communauté non-Autochtone
4607071,Elton,1273,88,61,91,90,82,Non-Indigenous Community / Communauté non-Autochtone
4607076,Riverdale,2133,74,57,93,88,78,Non-Indigenous Community / Communauté non-Autochtone
4608032,Norfolk-Treherne,1751,77,52,95,94,79,Non-Indigenous Community / Communauté non-Autochtone
4608042,Victoria,1514,74,50,99,89,78,Non-Indigenous Community / Communauté non-Autochtone
4608046,North Norfolk,3853,72,52,96,89,77,Non-Indigenous Community / Communauté non-Autochtone
4608055,Glenella-Lansdowne,1181,63,48,95,86,73,Non-Indigenous Community / Communauté non-Autochtone
4608060,WestLake-Gladstone,3154,73,51,94,91,77,Non-Indigenous Community / Communauté non-Autochtone
4608069,Sandy Bay 5,2515,31,20,46,49,37,First Nations Community / Communauté des Premières Nations
4609018,Grey,2648,72,56,96,90,78,Non-Indigenous Community / Communauté non-Autochtone
4609024,Portage la Prairie,6975,76,58,95,90,80,Non-Indigenous Community / Communauté non-Autochtone
4609025,Long Plain (Part) 6,1232,35,36,76,54,50,First Nations Community / Communauté des Premières Nations
4609026,Dakota Plains 6A,76,,,,,53,First Nations Community / Communauté des Premières Nations
4609027,Dakota Tipi 1,156,,,,,52,First Nations Community / Communauté des Premières Nations
4609029,Portage la Prairie,13304,73,56,93,86,77,Non-Indigenous Community / Communauté non-Autochtone
4610035,Macdonald,7162,85,69,98,92,86,Non-Indigenous Community / Communauté non-Autochtone
4610043,Cartier,3368,79,63,97,91,83,Non-Indigenous Community / Communauté non-Autochtone
4610052,St. François Xavier,1411,82,66,96,92,84,Non-Indigenous Community / Communauté non-Autochtone
4611040,Winnipeg,705244,78,68,92,88,81,Non-Indigenous Community / Communauté non-Autochtone
4611042,Headingley,3579,93,73,98,91,89,Non-Indigenous Community / Communauté non-Autochtone
4612047,Springfield,15342,83,65,97,90,84,Non-Indigenous Community / Communauté non-Autochtone
4612054,Brokenhead,5122,76,57,94,91,79,Non-Indigenous Community / Communauté non-Autochtone
4612056,Beausejour,3219,76,55,96,88,79,Non-Indigenous Community / Communauté non-Autochtone
4613032,East St. Paul,9372,95,72,98,89,88,Non-Indigenous Community / Communauté non-Autochtone
4613037,West St. Paul,5368,84,65,96,89,83,Non-Indigenous Community / Communauté non-Autochtone
4613043,St. Andrews,11913,82,64,95,90,83,Non-Indigenous Community / Communauté non-Autochtone
4613047,Selkirk,10278,73,56,93,85,77,Non-Indigenous Community / Communauté non-Autochtone
4613049,Dunnottar,763,83,59,95,83,80,Non-Indigenous Community / Communauté non-Autochtone
4613056,St. Clements,10876,82,61,96,89,82,Non-Indigenous Community / Communauté non-Autochtone
4613062,Brokenhead 4,516,48,40,82,73,61,First Nations Community / Communauté des Premières Nations
4614015,Rosser,1372,81,60,96,92,82,Non-Indigenous Community / Communauté non-Autochtone
4614031,Woodlands,3416,77,60,97,91,81,Non-Indigenous Community / Communauté non-Autochtone
4614036,Rockwood,7823,80,59,95,92,82,Non-Indigenous Community / Communauté non-Autochtone
4614039,Stonewall,4809,83,65,98,91,84,Non-Indigenous Community / Communauté non-Autochtone
4614042,Teulon,1201,75,53,94,90,78,Non-Indigenous Community / Communauté non-Autochtone
4615020,Neepawa,4609,72,63,88,91,78,Non-Indigenous Community / Communauté non-Autochtone
4615032,Oakview,1626,73,61,95,92,80,Non-Indigenous Community / Communauté non-Autochtone
4615037,Hamiota,1225,74,61,96,93,81,Non-Indigenous Community / Communauté non-Autochtone
4615042,Birdtail Creek 57,411,15,24,68,47,38,First Nations Community / Communauté des Premières Nations
4615047,Ellice-Archie,887,77,56,97,90,80,Non-Indigenous Community / Communauté non-Autochtone
4615049,Gambler 63 (Part),5,,,,,,First Nations Community / Communauté des Premières Nations
4615056,Prairie View,2088,77,58,95,87,79,Non-Indigenous Community / Communauté non-Autochtone
4615063,Yellowhead,1948,75,55,93,90,78,Non-Indigenous Community / Communauté non-Autochtone
4615067,Keeseekoowenin 61,386,43,32,77,62,53,First Nations Community / Communauté des Premières Nations
4615070,Harrison Park,1622,78,58,96,87,80,Non-Indigenous Community / Communauté non-Autochtone
4615071,Rolling River 67,346,52,45,69,73,60,First Nations Community / Communauté des Premières Nations
4615072,Rolling River 67B,46,,,,,,First Nations Community / Communauté des Premières Nations
4615074,Minto-Odanah,1189,78,55,96,89,80,Non-Indigenous Community / Communauté non-Autochtone
4615075,Minnedosa,2449,77,60,96,90,81,Non-Indigenous Community / Communauté non-Autochtone
4615078,Rosedale,1672,71,47,93,88,75,Non-Indigenous Community / Communauté non-Autochtone
4615092,Clanwilliam-Erickson,870,74,55,99,91,80,Non-Indigenous Community / Communauté non-Autochtone
4616005,Rossburn,976,72,50,95,94,78,Non-Indigenous Community / Communauté non-Autochtone
4616017,Waywayseecappo First Nation,1365,38,30,68,62,49,First Nations Community / Communauté des Premières Nations
4616020,Riding Mountain West,1420,82,59,95,91,81,Non-Indigenous Community / Communauté non-Autochtone
4616025,Gambler 63 (Part),78,,,,,50,First Nations Community / Communauté des Premières Nations
4616030,Russell-Binscarth,2442,79,57,97,91,81,Non-Indigenous Community / Communauté non-Autochtone
4616046,Valley River 63A,353,42,36,60,62,50,First Nations Community / Communauté des Premières Nations
4616048,Hillsburg-Roblin-Shell River,3214,72,47,94,85,75,Non-Indigenous Community / Communauté non-Autochtone
4617026,Alonsa,1247,64,42,88,83,69,Non-Indigenous Community / Communauté non-Autochtone
4617029,Ebb and Flow 52,1341,40,31,67,61,50,First Nations Community / Communauté des Premières Nations
4617035,McCreary,892,72,51,94,90,77,Non-Indigenous Community / Communauté non-Autochtone
4617041,Ste. Rose,1712,74,49,91,87,75,Non-Indigenous Community / Communauté non-Autochtone
4617048,Dauphin,2388,78,59,95,88,80,Non-Indigenous Community / Communauté non-Autochtone
4617050,Dauphin,8457,73,56,94,86,77,Non-Indigenous Community / Communauté non-Autochtone
4617054,Gilbert Plains,1470,72,48,94,88,76,Non-Indigenous Community / Communauté non-Autochtone
4617058,Grandview,1482,70,47,93,86,74,Non-Indigenous Community / Communauté non-Autochtone
4617064,Ethelbert,607,65,49,94,83,73,Non-Indigenous Community / Communauté non-Autochtone
4617072,Mossey River,1145,71,49,90,79,72,Non-Indigenous Community / Communauté non-Autochtone
4617075,Lakeshore,1363,73,50,94,88,77,Non-Indigenous Community / Communauté non-Autochtone
4617092,"Division No. 17, Unorganized",101,,,,,87,Non-Indigenous Community / Communauté non-Autochtone
4618031,Gimli,6181,78,61,97,83,80,Non-Indigenous Community / Communauté non-Autochtone
4618034,Winnipeg Beach,1145,75,54,97,81,77,Non-Indigenous Community / Communauté non-Autochtone
4618037,Armstrong,1792,72,52,94,85,76,Non-Indigenous Community / Communauté non-Autochtone
4618040,St. Laurent,1338,74,47,92,83,74,Non-Indigenous Community / Communauté non-Autochtone
4618044,Coldwell,1254,77,43,92,82,74,Non-Indigenous Community / Communauté non-Autochtone
4618055,Dog Creek 46,874,37,22,53,63,44,First Nations Community / Communauté des Premières Nations
4618056,West Interlake,2162,72,49,93,84,74,Non-Indigenous Community / Communauté non-Autochtone
4618060,Grahamdale,1359,73,53,91,84,75,Non-Indigenous Community / Communauté non-Autochtone
4618063,Little Saskatchewan 48,288,42,32,43,67,46,First Nations Community / Communauté des Premières Nations
4618067,Fairford (Part) 50,1169,40,36,62,56,48,First Nations Community / Communauté des Premières Nations
4618068,Fisher,1708,67,44,87,87,71,Non-Indigenous Community / Communauté non-Autochtone
4618074,Arborg,1232,74,54,96,91,79,Non-Indigenous Community / Communauté non-Autochtone
4618076,Bifrost-Riverton,3378,66,45,92,85,72,Non-Indigenous Community / Communauté non-Autochtone
4618091,"Division No. 18, Unorganized, East Part",156,,,,,82,Non-Indigenous Community / Communauté non-Autochtone
4618093,"Division No. 18, Unorganized, West Part",,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4619045,"Division No. 19, Unorganized",2804,62,41,86,68,64,Non-Indigenous Community / Communauté non-Autochtone
4619050,Fort Alexander 3,1929,41,35,55,56,47,First Nations Community / Communauté des Premières Nations
4619051,Little Grand Rapids 14,810,35,15,43,55,37,First Nations Community / Communauté des Premières Nations
4619052,Bloodvein 12,687,43,28,51,58,45,First Nations Community / Communauté des Premières Nations
4619053,Hole or Hollow Water 10,582,49,40,77,63,58,First Nations Community / Communauté des Premières Nations
4619054,Black River 9,698,35,38,67,60,50,First Nations Community / Communauté des Premières Nations
4619056,Fisher River 44,1473,50,48,69,66,58,First Nations Community / Communauté des Premières Nations
4619058,Fisher River 44A,58,,,,,,First Nations Community / Communauté des Premières Nations
4619059,Peguis 1B,2704,52,42,67,65,57,First Nations Community / Communauté des Premières Nations
4619060,Fairford (Part) 50,,,,,,,First Nations Community / Communauté des Premières Nations
4619061,Jackhead 43,207,,,,,57,First Nations Community / Communauté des Premières Nations
4619062,Dauphin River 48A,,,,,,,First Nations Community / Communauté des Premières Nations
4619065,The Narrows 49,5,,,,,,First Nations Community / Communauté des Premières Nations
4619068,Crane River 51,444,47,21,41,51,40,First Nations Community / Communauté des Premières Nations
4619069,Waterhen 45,373,47,24,70,56,49,First Nations Community / Communauté des Premières Nations
4619070,Pine Creek 66A,631,45,31,68,62,51,First Nations Community / Communauté des Premières Nations
4619071,Swan Lake 65C,23,,,,,,First Nations Community / Communauté des Premières Nations
4619072,Shoal River Indian Reserve 65A,810,37,35,59,54,46,First Nations Community / Communauté des Premières Nations
4619075,Poplar River 16,866,39,22,59,66,47,First Nations Community / Communauté des Premières Nations
4619077,Berens River 13,1128,46,26,53,67,48,First Nations Community / Communauté des Premières Nations
4619079,Pauingassi First Nation,271,37,9,58,61,41,First Nations Community / Communauté des Premières Nations
4619082,Chemawawin 3,15,,,,,,First Nations Community / Communauté des Premières Nations
4620032,Mountain (South),419,61,38,87,80,66,Non-Indigenous Community / Communauté non-Autochtone
4620042,Swan Valley West,2829,74,50,95,92,78,Non-Indigenous Community / Communauté non-Autochtone
4620048,Swan River,4014,73,53,93,87,77,Non-Indigenous Community / Communauté non-Autochtone
4620051,Minitonas-Bowsman,1653,74,52,94,87,77,Non-Indigenous Community / Communauté non-Autochtone
4620055,Mountain (North),559,67,41,88,83,70,Non-Indigenous Community / Communauté non-Autochtone
4620066,"Division No. 20, Unorganized, South Part",82,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4620069,"Division No. 20, Unorganized, North Part",65,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4621025,Grand Rapids,268,71,62,93,78,76,Non-Indigenous Community / Communauté non-Autochtone
4621027,Grand Rapids 33,868,44,30,74,61,52,First Nations Community / Communauté des Premières Nations
4621029,Chemawawin 2,1252,42,28,55,61,46,First Nations Community / Communauté des Premières Nations
4621033,Opaskwayak Cree Nation 21A,210,,,,,64,First Nations Community / Communauté des Premières Nations
4621034,Opaskwayak Cree Nation 21B,39,,,,,,First Nations Community / Communauté des Premières Nations
4621035,Opaskwayak Cree Nation 21C,18,,,,,,First Nations Community / Communauté des Premières Nations
4621040,Opaskwayak Cree Nation 21I,294,79,61,87,86,78,First Nations Community / Communauté des Premières Nations
4621043,Opaskwayak Cree Nation 21E,2473,51,40,64,73,57,First Nations Community / Communauté des Premières Nations
4621045,The Pas,5369,78,59,94,88,80,Non-Indigenous Community / Communauté non-Autochtone
4621052,Kelsey,2424,79,62,95,86,81,Non-Indigenous Community / Communauté non-Autochtone
4621058,Moose Lake 31A,1124,40,28,51,57,44,First Nations Community / Communauté des Premières Nations
4621064,Flin Flon (Part),4982,83,58,93,87,80,Non-Indigenous Community / Communauté non-Autochtone
4621071,Snow Lake,899,85,55,93,84,79,Non-Indigenous Community / Communauté non-Autochtone
4621078,"Division No. 21, Unorganized",1763,83,58,85,78,76,Non-Indigenous Community / Communauté non-Autochtone
4622017,Mystery Lake,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4622026,Thompson,13678,81,57,89,88,79,Non-Indigenous Community / Communauté non-Autochtone
4622046,"Division No. 22, Unorganized",2539,70,45,75,74,66,Non-Indigenous Community / Communauté non-Autochtone
4622048,Garden Hill First Nation,2591,37,22,37,61,39,First Nations Community / Communauté des Premières Nations
4622049,God's Lake 23,982,39,24,56,64,46,First Nations Community / Communauté des Premières Nations
4622050,Oxford House 24,1950,33,23,37,61,39,First Nations Community / Communauté des Premières Nations
4622051,Cross Lake 19,1607,48,37,47,61,48,First Nations Community / Communauté des Premières Nations
4622052,Cross Lake 19A,1922,40,32,43,58,43,First Nations Community / Communauté des Premières Nations
4622055,God's River 86A,643,33,20,55,68,44,First Nations Community / Communauté des Premières Nations
4622056,Red Sucker Lake 1976,675,35,21,41,68,42,First Nations Community / Communauté des Premières Nations
4622058,Norway House 17,4927,48,36,60,67,53,First Nations Community / Communauté des Premières Nations
4622059,Nelson House 170,2547,45,33,44,64,46,First Nations Community / Communauté des Premières Nations
4622063,Split Lake (Part) 171,2044,45,29,39,61,43,First Nations Community / Communauté des Premières Nations
4622064,Ilford,106,,,,,65,First Nations Community / Communauté des Premières Nations
4622065,York Landing,443,50,41,63,85,60,First Nations Community / Communauté des Premières Nations
4622067,Cross Lake 19E,846,45,33,41,62,45,First Nations Community / Communauté des Premières Nations
4622800,Wasagamack,1403,36,19,25,57,34,First Nations Community / Communauté des Premières Nations
4622801,St. Theresa Point,3262,40,31,41,67,45,First Nations Community / Communauté des Premières Nations
4622802,Mooseocoot,,,,,,,First Nations Community / Communauté des Premières Nations
4623022,Gillam,1265,87,56,91,88,80,Non-Indigenous Community / Communauté non-Autochtone
4623025,Gillam,,,,,,,First Nations Community / Communauté des Premières Nations
4623027,Fox Lake 2,156,,,,,59,First Nations Community / Communauté des Premières Nations
4623034,Leaf Rapids,582,66,46,89,72,68,Non-Indigenous Community / Communauté non-Autochtone
4623037,South Indian Lake,981,45,29,37,65,44,First Nations Community / Communauté des Premières Nations
4623039,Granville Lake,10,,,,,,First Nations Community / Communauté des Premières Nations
4623047,Lynn Lake,494,74,50,92,80,74,Non-Indigenous Community / Communauté non-Autochtone
4623056,Churchill,899,76,54,90,83,76,Non-Indigenous Community / Communauté non-Autochtone
4623058,Churchill 1,324,45,40,63,68,54,First Nations Community / Communauté des Premières Nations
4623060,Split Lake (Part) 171,,,,,,,First Nations Community / Communauté des Premières Nations
4623062,"Division No. 23, Unorganized",406,52,28,65,63,52,Non-Indigenous Community / Communauté non-Autochtone
4623064,Pukatawagan 198,1724,36,27,39,59,40,First Nations Community / Communauté des Premières Nations
4623065,Brochet 197,383,36,22,64,61,46,First Nations Community / Communauté des Premières Nations
4623067,Lac Brochet 197A,728,40,28,44,59,43,First Nations Community / Communauté des Premières Nations
4623071,Shamattawa 1,1019,39,14,35,63,38,First Nations Community / Communauté des Premières Nations
4623800,Black Sturgeon,,,,,,,First Nations Community / Communauté des Premières Nations
4701001,Argyle No. 1,290,82,54,95,93,81,Non-Indigenous Community / Communauté non-Autochtone
4701002,Gainsborough,254,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4701004,Carievale,240,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
4701006,Mount Pleasant No. 2,414,87,54,96,89,82,Non-Indigenous Community / Communauté non-Autochtone
4701008,Carnduff,1099,79,54,91,86,78,Non-Indigenous Community / Communauté non-Autochtone
4701011,Enniskillen No. 3,459,78,55,98,93,81,Non-Indigenous Community / Communauté non-Autochtone
4701012,Glen Ewen,154,,,,,72,Non-Indigenous Community / Communauté non-Autochtone
4701014,Oxbow,1328,83,60,94,86,81,Non-Indigenous Community / Communauté non-Autochtone
4701016,Coalfields No. 4,368,88,58,91,91,82,Non-Indigenous Community / Communauté non-Autochtone
4701017,Frobisher,160,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4701018,North Portal,115,,,,,85,Non-Indigenous Community / Communauté non-Autochtone
4701019,Roche Percée,110,,,,,76,Non-Indigenous Community / Communauté non-Autochtone
4701021,Bienfait,762,85,54,95,86,80,Non-Indigenous Community / Communauté non-Autochtone
4701022,Estevan No. 5,1370,86,59,96,92,83,Non-Indigenous Community / Communauté non-Autochtone
4701024,Estevan,11483,88,60,95,90,83,Non-Indigenous Community / Communauté non-Autochtone
4701027,Benson No. 35,472,85,59,88,89,80,Non-Indigenous Community / Communauté non-Autochtone
4701031,Browning No. 34,375,84,49,94,90,79,Non-Indigenous Community / Communauté non-Autochtone
4701032,Lampman,675,87,52,96,90,81,Non-Indigenous Community / Communauté non-Autochtone
4701036,Moose Creek No. 33,379,79,60,94,98,83,Non-Indigenous Community / Communauté non-Autochtone
4701037,Alameda,369,81,59,99,84,81,Non-Indigenous Community / Communauté non-Autochtone
4701039,Reciprocity No. 32,344,79,56,92,97,81,Non-Indigenous Community / Communauté non-Autochtone
4701041,Alida,120,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4701043,Storthoaks No. 31,292,84,53,98,95,82,Non-Indigenous Community / Communauté non-Autochtone
4701044,Storthoaks,108,,,,,85,Non-Indigenous Community / Communauté non-Autochtone
4701047,Antler No. 61,523,83,57,94,93,82,Non-Indigenous Community / Communauté non-Autochtone
4701049,Redvers,1042,78,57,93,87,79,Non-Indigenous Community / Communauté non-Autochtone
4701053,Moose Mountain No. 63,492,82,62,98,94,84,Non-Indigenous Community / Communauté non-Autochtone
4701054,Manor,295,75,46,94,78,73,Non-Indigenous Community / Communauté non-Autochtone
4701056,Carlyle,1508,88,61,97,92,84,Non-Indigenous Community / Communauté non-Autochtone
4701058,Brock No. 64,267,,,,,86,Non-Indigenous Community / Communauté non-Autochtone
4701059,Arcola,657,86,58,93,92,82,Non-Indigenous Community / Communauté non-Autochtone
4701061,Kisbey,153,,,,,74,Non-Indigenous Community / Communauté non-Autochtone
4701063,Tecumseh No. 65,271,91,63,99,90,86,Non-Indigenous Community / Communauté non-Autochtone
4701064,Forget,55,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4701066,Stoughton,649,81,50,97,92,80,Non-Indigenous Community / Communauté non-Autochtone
4701067,Heward,44,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4701069,Golden West No. 95,291,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
4701072,Hazelwood No. 94,230,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4701076,Wawken No. 93,571,81,58,96,91,82,Non-Indigenous Community / Communauté non-Autochtone
4701077,Kennedy,216,,,,,74,Non-Indigenous Community / Communauté non-Autochtone
4701078,Wawota,543,74,51,97,88,78,Non-Indigenous Community / Communauté non-Autochtone
4701079,Kenosee Lake,234,,,,,85,Non-Indigenous Community / Communauté non-Autochtone
4701091,Walpole No. 92,326,71,56,95,96,79,Non-Indigenous Community / Communauté non-Autochtone
4701094,Maryfield No. 91,324,72,57,86,91,77,Non-Indigenous Community / Communauté non-Autochtone
4701096,Maryfield,348,70,53,99,81,75,Non-Indigenous Community / Communauté non-Autochtone
4701098,Fairlight,40,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4701808,White Bear 70,691,62,45,62,71,60,First Nations Community / Communauté des Premières Nations
4701809,Ocean Man 69,185,,,,,48,First Nations Community / Communauté des Premières Nations
4701810,Ocean Man 69A,,,,,,,First Nations Community / Communauté des Premières Nations
4701812,Ocean Man 69C,,,,,,,First Nations Community / Communauté des Premières Nations
4701813,Ocean Man 69E,,,,,,,First Nations Community / Communauté des Premières Nations
4701814,Ocean Man 69F,,,,,,,First Nations Community / Communauté des Premières Nations
4701815,Ocean Man 69G,,,,,,,First Nations Community / Communauté des Premières Nations
4701816,Ocean Man 69I,5,,,,,,First Nations Community / Communauté des Premières Nations
4701817,Ocean Man 69H,5,,,,,,First Nations Community / Communauté des Premières Nations
4701818,Ocean Man 69D,5,,,,,,First Nations Community / Communauté des Premières Nations
4701819,Pheasant Rump Nakota 68,56,,,,,,First Nations Community / Communauté des Premières Nations
4702001,Cambria No. 6,309,92,47,93,93,81,Non-Indigenous Community / Communauté non-Autochtone
4702002,Torquay,255,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4702006,Souris Valley No. 7,249,,,,,82,Non-Indigenous Community / Communauté non-Autochtone
4702008,Tribune,45,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4702011,Lake Alma No. 8,242,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4702012,Lake Alma,30,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4702014,Surprise Valley No. 9,217,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
4702016,Minton,55,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4702018,Happy Valley No. 10,139,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4702023,Bengough,332,70,47,94,82,73,Non-Indigenous Community / Communauté non-Autochtone
4702024,Bengough No. 40,281,71,50,93,90,76,Non-Indigenous Community / Communauté non-Autochtone
4702026,The Gap No. 39,199,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4702028,Ceylon,111,,,,,69,Non-Indigenous Community / Communauté non-Autochtone
4702029,Laurier No. 38,296,79,60,95,91,81,Non-Indigenous Community / Communauté non-Autochtone
4702031,Radville,807,79,57,92,90,80,Non-Indigenous Community / Communauté non-Autochtone
4702033,Lomond No. 37,296,75,52,95,90,78,Non-Indigenous Community / Communauté non-Autochtone
4702036,Goodwater,30,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4702037,Cymri No. 36,549,80,58,95,86,80,Non-Indigenous Community / Communauté non-Autochtone
4702038,Halbrite,119,,,,,75,Non-Indigenous Community / Communauté non-Autochtone
4702039,Midale,604,100,59,99,90,87,Non-Indigenous Community / Communauté non-Autochtone
4702041,Macoun,269,79,51,91,90,78,Non-Indigenous Community / Communauté non-Autochtone
4702042,Griffin No. 66,438,85,61,96,93,84,Non-Indigenous Community / Communauté non-Autochtone
4702044,Weyburn No. 67,1064,85,61,97,94,84,Non-Indigenous Community / Communauté non-Autochtone
4702047,Weyburn,10870,85,61,95,89,82,Non-Indigenous Community / Communauté non-Autochtone
4702048,McTaggart,121,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
4702051,Brokenshell No. 68,312,77,51,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
4702052,Norton No. 69,233,,,,,86,Non-Indigenous Community / Communauté non-Autochtone
4702054,Pangman,232,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
4702057,Key West No. 70,255,75,51,86,94,77,Non-Indigenous Community / Communauté non-Autochtone
4702058,Ogema,403,69,57,86,93,76,Non-Indigenous Community / Communauté non-Autochtone
4702061,Elmsthorpe No. 100,226,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4702062,Avonlea,393,81,59,97,95,83,Non-Indigenous Community / Communauté non-Autochtone
4702066,Caledonia No. 99,245,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4702067,Milestone,699,75,64,100,91,83,Non-Indigenous Community / Communauté non-Autochtone
4702069,Scott No. 98,195,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4702071,Lang,189,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4702072,Yellow Grass,478,83,62,91,88,81,Non-Indigenous Community / Communauté non-Autochtone
4702073,Wellington No. 97,371,85,61,92,97,84,Non-Indigenous Community / Communauté non-Autochtone
4702076,Fillmore No. 96,223,,,,,82,Non-Indigenous Community / Communauté non-Autochtone
4702077,Osage,20,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4702078,Fillmore,311,75,58,81,84,74,Non-Indigenous Community / Communauté non-Autochtone
4702079,Creelman,113,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4702800,Piapot Cree First Nation 75H,,,,,,,First Nations Community / Communauté des Premières Nations
4703001,Hart Butte No. 11,252,,,,,87,Non-Indigenous Community / Communauté non-Autochtone
4703004,Coronach,643,90,56,100,93,85,Non-Indigenous Community / Communauté non-Autochtone
4703006,Poplar Valley No. 12,195,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4703009,Rockglen,441,69,53,96,89,77,Non-Indigenous Community / Communauté non-Autochtone
