CSD Code / Code de la SDR 2016,CSD Name / Nom de la SDR 2016,Census Population / Population de recensement 2016,Income / Revenu 2016,Education / Scolarité 2016,Housing / Logement 2016,Labour Force Activity / Activité sur le marché du travail 2016,CWB / IBC 2016,Community Type / Type de communauté 2016
2466087,Dorval,18980,82,71,95,89,84,Non-Indigenous Community / Communauté non-Autochtone
2466092,L'Île-Dorval,5,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2466097,Pointe-Claire,31380,82,76,95,88,85,Non-Indigenous Community / Communauté non-Autochtone
2466102,Kirkland,20151,87,79,97,89,88,Non-Indigenous Community / Communauté non-Autochtone
2466107,Beaconsfield,19324,96,83,97,88,91,Non-Indigenous Community / Communauté non-Autochtone
2466112,Baie-D'Urfé,3823,94,84,96,86,90,Non-Indigenous Community / Communauté non-Autochtone
2466117,Sainte-Anne-de-Bellevue,4958,85,77,95,88,86,Non-Indigenous Community / Communauté non-Autochtone
2466127,Senneville,921,100,82,97,87,92,Non-Indigenous Community / Communauté non-Autochtone
2466142,Dollard-Des Ormeaux,48899,78,72,95,88,83,Non-Indigenous Community / Communauté non-Autochtone
2467005,Saint-Mathieu,2156,78,54,97,90,80,Non-Indigenous Community / Communauté non-Autochtone
2467010,Saint-Philippe,6320,77,61,98,92,82,Non-Indigenous Community / Communauté non-Autochtone
2467015,La Prairie,24110,82,69,97,90,84,Non-Indigenous Community / Communauté non-Autochtone
2467020,Candiac,21047,88,76,98,92,88,Non-Indigenous Community / Communauté non-Autochtone
2467025,Delson,7457,77,60,97,91,81,Non-Indigenous Community / Communauté non-Autochtone
2467030,Sainte-Catherine,17047,77,58,97,91,81,Non-Indigenous Community / Communauté non-Autochtone
2467035,Saint-Constant,27359,77,62,97,92,82,Non-Indigenous Community / Communauté non-Autochtone
2467040,Saint-Isidore,2608,75,57,98,90,80,Non-Indigenous Community / Communauté non-Autochtone
2467045,Mercier,13115,77,61,98,90,82,Non-Indigenous Community / Communauté non-Autochtone
2467050,Châteauguay,47906,73,61,96,87,79,Non-Indigenous Community / Communauté non-Autochtone
2467055,Léry,2318,82,64,95,88,82,Non-Indigenous Community / Communauté non-Autochtone
2467802,Kahnawake,,,,,,,First Nations Community / Communauté des Premières Nations
2468005,Saint-Bernard-de-Lacolle,1549,72,53,94,89,77,Non-Indigenous Community / Communauté non-Autochtone
2468010,Hemmingford,755,71,50,92,91,76,Non-Indigenous Community / Communauté non-Autochtone
2468015,Hemmingford,1900,76,58,96,89,80,Non-Indigenous Community / Communauté non-Autochtone
2468020,Sainte-Clotilde,1622,68,41,97,87,74,Non-Indigenous Community / Communauté non-Autochtone
2468025,Saint-Patrice-de-Sherrington,1960,71,45,95,87,75,Non-Indigenous Community / Communauté non-Autochtone
2468030,Napierville,3899,73,55,96,89,78,Non-Indigenous Community / Communauté non-Autochtone
2468035,Saint-Cyprien-de-Napierville,1927,72,53,99,91,79,Non-Indigenous Community / Communauté non-Autochtone
2468040,Saint-Jacques-le-Mineur,1690,75,55,96,90,79,Non-Indigenous Community / Communauté non-Autochtone
2468045,Saint-Édouard,1321,72,54,96,90,78,Non-Indigenous Community / Communauté non-Autochtone
2468050,Saint-Michel,3186,75,53,97,94,80,Non-Indigenous Community / Communauté non-Autochtone
2468055,Saint-Rémi,8061,74,50,96,90,78,Non-Indigenous Community / Communauté non-Autochtone
2469005,Havelock,740,71,48,91,83,74,Non-Indigenous Community / Communauté non-Autochtone
2469010,Franklin,1636,71,57,94,85,77,Non-Indigenous Community / Communauté non-Autochtone
2469017,Saint-Chrysostome,2645,69,46,94,86,74,Non-Indigenous Community / Communauté non-Autochtone
2469025,Howick,778,66,57,94,89,77,Non-Indigenous Community / Communauté non-Autochtone
2469030,Très-Saint-Sacrement,1186,77,64,92,88,80,Non-Indigenous Community / Communauté non-Autochtone
2469037,Ormstown,3595,71,52,95,86,76,Non-Indigenous Community / Communauté non-Autochtone
2469045,Hinchinbrooke,2103,69,52,94,85,75,Non-Indigenous Community / Communauté non-Autochtone
2469050,Elgin,394,70,58,91,84,76,Non-Indigenous Community / Communauté non-Autochtone
2469055,Huntingdon,2444,64,43,92,79,70,Non-Indigenous Community / Communauté non-Autochtone
2469060,Godmanchester,1394,70,54,94,86,76,Non-Indigenous Community / Communauté non-Autochtone
2469065,Sainte-Barbe,1324,80,55,95,87,79,Non-Indigenous Community / Communauté non-Autochtone
2469070,Saint-Anicet,2626,74,56,93,81,76,Non-Indigenous Community / Communauté non-Autochtone
2469075,Dundee,387,63,50,87,81,70,Non-Indigenous Community / Communauté non-Autochtone
2469802,Akwesasne,1202,48,57,85,70,65,First Nations Community / Communauté des Premières Nations
2470005,Saint-Urbain-Premier,1264,73,57,95,88,78,Non-Indigenous Community / Communauté non-Autochtone
2470012,Sainte-Martine,5461,75,61,97,91,81,Non-Indigenous Community / Communauté non-Autochtone
2470022,Beauharnois,12884,73,55,96,87,78,Non-Indigenous Community / Communauté non-Autochtone
2470030,Saint-Étienne-de-Beauharnois,831,74,58,96,91,80,Non-Indigenous Community / Communauté non-Autochtone
2470035,Saint-Louis-de-Gonzague,1481,76,58,97,90,80,Non-Indigenous Community / Communauté non-Autochtone
2470040,Saint-Stanislas-de-Kostka,1654,75,54,96,87,78,Non-Indigenous Community / Communauté non-Autochtone
2470052,Salaberry-de-Valleyfield,40745,73,52,96,84,76,Non-Indigenous Community / Communauté non-Autochtone
2471005,Rivière-Beaudette,2097,77,56,97,87,79,Non-Indigenous Community / Communauté non-Autochtone
2471015,Saint-Télesphore,759,69,50,96,89,76,Non-Indigenous Community / Communauté non-Autochtone
2471020,Saint-Polycarpe,2224,70,57,94,90,78,Non-Indigenous Community / Communauté non-Autochtone
2471025,Saint-Zotique,7934,76,58,96,91,80,Non-Indigenous Community / Communauté non-Autochtone
2471033,Les Coteaux,5368,74,59,97,91,80,Non-Indigenous Community / Communauté non-Autochtone
2471040,Coteau-du-Lac,7044,80,62,97,91,83,Non-Indigenous Community / Communauté non-Autochtone
2471045,Saint-Clet,1779,71,53,94,91,77,Non-Indigenous Community / Communauté non-Autochtone
2471050,Les Cèdres,6777,76,61,97,93,82,Non-Indigenous Community / Communauté non-Autochtone
2471055,Pointe-des-Cascades,1481,77,62,95,91,81,Non-Indigenous Community / Communauté non-Autochtone
2471060,L'Île-Perrot,10756,76,62,96,89,81,Non-Indigenous Community / Communauté non-Autochtone
2471065,Notre-Dame-de-l'Île-Perrot,10654,82,70,97,91,85,Non-Indigenous Community / Communauté non-Autochtone
2471070,Pincourt,14558,77,67,97,90,83,Non-Indigenous Community / Communauté non-Autochtone
2471075,Terrasse-Vaudreuil,1986,75,64,93,87,80,Non-Indigenous Community / Communauté non-Autochtone
2471083,Vaudreuil-Dorion,38117,77,67,97,91,83,Non-Indigenous Community / Communauté non-Autochtone
2471090,Vaudreuil-sur-le-Lac,1341,88,76,97,91,88,Non-Indigenous Community / Communauté non-Autochtone
2471095,L'Île-Cadieux,126,,,,,93,Non-Indigenous Community / Communauté non-Autochtone
2471100,Hudson,5185,89,75,97,88,88,Non-Indigenous Community / Communauté non-Autochtone
2471105,Saint-Lazare,19889,83,71,98,91,86,Non-Indigenous Community / Communauté non-Autochtone
2471110,Sainte-Marthe,1097,75,58,94,90,79,Non-Indigenous Community / Communauté non-Autochtone
2471115,Sainte-Justine-de-Newton,922,71,52,91,86,75,Non-Indigenous Community / Communauté non-Autochtone
2471125,Très-Saint-Rédempteur,898,74,59,93,90,79,Non-Indigenous Community / Communauté non-Autochtone
2471133,Rigaud,7777,76,60,95,89,80,Non-Indigenous Community / Communauté non-Autochtone
2471140,Pointe-Fortune,580,76,60,98,89,80,Non-Indigenous Community / Communauté non-Autochtone
2472005,Saint-Eustache,44008,76,59,97,89,80,Non-Indigenous Community / Communauté non-Autochtone
2472010,Deux-Montagnes,17496,76,65,96,89,82,Non-Indigenous Community / Communauté non-Autochtone
2472015,Sainte-Marthe-sur-le-Lac,18074,77,62,97,91,82,Non-Indigenous Community / Communauté non-Autochtone
2472020,Pointe-Calumet,6428,71,49,96,88,76,Non-Indigenous Community / Communauté non-Autochtone
2472025,Saint-Joseph-du-Lac,6687,77,59,98,90,81,Non-Indigenous Community / Communauté non-Autochtone
2472032,Oka,3824,77,64,96,85,80,Non-Indigenous Community / Communauté non-Autochtone
2472043,Saint-Placide,1686,74,55,96,87,78,Non-Indigenous Community / Communauté non-Autochtone
2472802,Kanesatake,,,,,,,First Nations Community / Communauté des Premières Nations
2473005,Boisbriand,26884,76,63,94,90,81,Non-Indigenous Community / Communauté non-Autochtone
2473010,Sainte-Thérèse,25989,77,61,96,88,80,Non-Indigenous Community / Communauté non-Autochtone
2473015,Blainville,56863,82,67,98,91,85,Non-Indigenous Community / Communauté non-Autochtone
2473020,Rosemère,13958,89,74,97,89,87,Non-Indigenous Community / Communauté non-Autochtone
2473025,Lorraine,9352,97,77,98,90,90,Non-Indigenous Community / Communauté non-Autochtone
2473030,Bois-des-Filion,9636,77,62,97,90,81,Non-Indigenous Community / Communauté non-Autochtone
2473035,Sainte-Anne-des-Plaines,14421,73,55,98,88,78,Non-Indigenous Community / Communauté non-Autochtone
2474005,Mirabel,50513,76,60,98,91,81,Non-Indigenous Community / Communauté non-Autochtone
2475005,Saint-Colomban,16019,75,61,98,90,81,Non-Indigenous Community / Communauté non-Autochtone
2475017,Saint-Jérôme,74346,73,55,97,86,77,Non-Indigenous Community / Communauté non-Autochtone
2475028,Sainte-Sophie,15690,72,54,96,89,78,Non-Indigenous Community / Communauté non-Autochtone
2475040,Prévost,13002,79,66,97,89,83,Non-Indigenous Community / Communauté non-Autochtone
2475045,Saint-Hippolyte,9113,78,61,96,88,81,Non-Indigenous Community / Communauté non-Autochtone
2476008,Saint-André-d'Argenteuil,3020,72,54,93,81,75,Non-Indigenous Community / Communauté non-Autochtone
2476020,Lachute,12862,71,48,95,83,74,Non-Indigenous Community / Communauté non-Autochtone
2476025,Gore,1904,78,57,93,82,77,Non-Indigenous Community / Communauté non-Autochtone
2476030,Mille-Isles,1567,76,61,89,84,77,Non-Indigenous Community / Communauté non-Autochtone
2476035,Wentworth,533,87,68,98,86,85,Non-Indigenous Community / Communauté non-Autochtone
2476043,Brownsburg-Chatham,7122,70,50,94,84,74,Non-Indigenous Community / Communauté non-Autochtone
2476052,Grenville-sur-la-Rouge,2824,74,53,96,85,77,Non-Indigenous Community / Communauté non-Autochtone
2476055,Grenville,1711,70,49,95,86,75,Non-Indigenous Community / Communauté non-Autochtone
2476065,Harrington,846,76,59,95,83,78,Non-Indigenous Community / Communauté non-Autochtone
2477011,Estérel,196,,,,,87,Non-Indigenous Community / Communauté non-Autochtone
2477012,Sainte-Marguerite-du-Lac-Masson,2763,75,57,97,81,78,Non-Indigenous Community / Communauté non-Autochtone
2477022,Sainte-Adèle,12919,77,65,96,85,81,Non-Indigenous Community / Communauté non-Autochtone
2477030,Piedmont,2950,86,71,97,85,85,Non-Indigenous Community / Communauté non-Autochtone
2477035,Sainte-Anne-des-Lacs,3611,85,71,96,89,85,Non-Indigenous Community / Communauté non-Autochtone
2477043,Saint-Sauveur,10231,83,67,98,86,83,Non-Indigenous Community / Communauté non-Autochtone
2477050,Morin-Heights,4145,84,69,97,86,84,Non-Indigenous Community / Communauté non-Autochtone
2477055,Lac-des-Seize-Îles,172,,,,,70,Non-Indigenous Community / Communauté non-Autochtone
2477060,Wentworth-Nord,1381,82,57,96,80,79,Non-Indigenous Community / Communauté non-Autochtone
2477065,Saint-Adolphe-d'Howard,3509,84,65,97,84,82,Non-Indigenous Community / Communauté non-Autochtone
2478005,Val-Morin,2870,75,64,96,84,80,Non-Indigenous Community / Communauté non-Autochtone
2478010,Val-David,4917,74,67,97,84,80,Non-Indigenous Community / Communauté non-Autochtone
2478015,Lantier,834,73,56,94,82,77,Non-Indigenous Community / Communauté non-Autochtone
2478020,Sainte-Lucie-des-Laurentides,1256,71,60,95,81,77,Non-Indigenous Community / Communauté non-Autochtone
2478032,Sainte-Agathe-des-Monts,10223,72,55,97,83,77,Non-Indigenous Community / Communauté non-Autochtone
2478042,Ivry-sur-le-Lac,387,82,60,91,84,79,Non-Indigenous Community / Communauté non-Autochtone
2478047,Saint-Faustin--Lac-Carré,3499,75,56,96,87,78,Non-Indigenous Community / Communauté non-Autochtone
2478050,Barkmere,58,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2478055,Montcalm,628,71,56,91,78,74,Non-Indigenous Community / Communauté non-Autochtone
2478060,Arundel,563,73,63,91,91,80,Non-Indigenous Community / Communauté non-Autochtone
2478065,Huberdeau,868,67,51,96,87,75,Non-Indigenous Community / Communauté non-Autochtone
2478070,Amherst,1484,72,49,93,75,72,Non-Indigenous Community / Communauté non-Autochtone
2478075,Brébeuf,976,70,55,99,85,77,Non-Indigenous Community / Communauté non-Autochtone
2478095,Lac-Supérieur,1888,77,64,96,83,80,Non-Indigenous Community / Communauté non-Autochtone
2478100,Val-des-Lacs,744,65,49,89,79,70,Non-Indigenous Community / Communauté non-Autochtone
2478102,Mont-Tremblant,9646,78,60,97,85,80,Non-Indigenous Community / Communauté non-Autochtone
2478115,La Conception,1337,74,60,98,87,80,Non-Indigenous Community / Communauté non-Autochtone
2478120,Labelle,2477,71,54,96,82,76,Non-Indigenous Community / Communauté non-Autochtone
2478127,Lac-Tremblant-Nord,42,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2478130,La Minerve,1205,77,57,97,76,77,Non-Indigenous Community / Communauté non-Autochtone
2478802,Doncaster,,,,,,,First Nations Community / Communauté des Premières Nations
2479005,Notre-Dame-du-Laus,1558,72,46,95,71,71,Non-Indigenous Community / Communauté non-Autochtone
2479010,Notre-Dame-de-Pontmain,782,67,45,97,73,70,Non-Indigenous Community / Communauté non-Autochtone
2479015,Lac-du-Cerf,435,73,55,96,68,73,Non-Indigenous Community / Communauté non-Autochtone
2479022,Saint-Aimé-du-Lac-des-Îles,790,73,53,94,78,75,Non-Indigenous Community / Communauté non-Autochtone
2479025,Kiamika,757,70,46,95,76,72,Non-Indigenous Community / Communauté non-Autochtone
2479030,Nominingue,2137,73,58,95,77,76,Non-Indigenous Community / Communauté non-Autochtone
2479037,Rivière-Rouge,4322,70,51,95,78,74,Non-Indigenous Community / Communauté non-Autochtone
2479047,La Macaza,1150,74,57,93,78,75,Non-Indigenous Community / Communauté non-Autochtone
2479050,L'Ascension,791,67,44,97,71,70,Non-Indigenous Community / Communauté non-Autochtone
2479060,Lac-Saguay,459,68,56,94,72,72,Non-Indigenous Community / Communauté non-Autochtone
2479065,Chute-Saint-Philippe,942,71,54,97,80,75,Non-Indigenous Community / Communauté non-Autochtone
2479078,Lac-des-Écorces,2734,69,50,96,81,74,Non-Indigenous Community / Communauté non-Autochtone
2479088,Mont-Laurier,14116,71,52,95,82,75,Non-Indigenous Community / Communauté non-Autochtone
2479097,Ferme-Neuve,2706,67,46,95,82,73,Non-Indigenous Community / Communauté non-Autochtone
2479105,Lac-Saint-Paul,481,75,49,92,77,73,Non-Indigenous Community / Communauté non-Autochtone
2479110,Mont-Saint-Michel,503,67,37,94,79,69,Non-Indigenous Community / Communauté non-Autochtone
2479115,Sainte-Anne-du-Lac,575,67,40,96,71,69,Non-Indigenous Community / Communauté non-Autochtone
2479902,Lac-de-la-Pomme,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479904,Lac-Akonapwehikan,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479906,Lac-Wagwabika,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479910,Lac-Bazinet,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479912,Lac-De La Bidière,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479914,Lac-Oscar,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479916,Lac-de-la-Maison-de-Pierre,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479920,Baie-des-Chaloupes,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479922,Lac-Douaire,5,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479924,Lac-Ernest,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2479926,Lac-Marguerite,,,,,,,Non-Indigenous Community / Communauté non-Autochtone
2480005,Fassett,431,71,53,93,83,75,Non-Indigenous Community / Communauté non-Autochtone
2480010,Montebello,983,74,56,91,86,77,Non-Indigenous Community / Communauté non-Autochtone
2480015,Notre-Dame-de-Bonsecours,301,73,66,97,87,81,Non-Indigenous Community / Communauté non-Autochtone
2480020,Notre-Dame-de-la-Paix,648,66,46,94,77,71,Non-Indigenous Community / Communauté non-Autochtone
2480027,Saint-André-Avellin,3749,71,50,95,84,75,Non-Indigenous Community / Communauté non-Autochtone
2480037,Papineauville,2101,72,53,96,88,77,Non-Indigenous Community / Communauté non-Autochtone
2480045,Plaisance,1088,68,52,96,85,75,Non-Indigenous Community / Communauté non-Autochtone
2480050,Thurso,2818,71,50,96,86,76,Non-Indigenous Community / Communauté non-Autochtone
2480055,Lochaber,415,70,57,83,87,75,Non-Indigenous Community / Communauté non-Autochtone
2480060,Lochaber-Partie-Ouest,856,78,52,95,86,78,Non-Indigenous Community / Communauté non-Autochtone
2480065,Mayo,601,77,62,95,88,81,Non-Indigenous Community / Communauté non-Autochtone
2480070,Saint-Sixte,469,69,54,93,81,74,Non-Indigenous Community / Communauté non-Autochtone
2480078,Ripon,1542,72,61,94,80,77,Non-Indigenous Community / Communauté non-Autochtone
2480085,Mulgrave-et-Derry,369,78,54,99,83,79,Non-Indigenous Community / Communauté non-Autochtone
2480090,Montpellier,985,71,51,92,78,73,Non-Indigenous Community / Communauté non-Autochtone
2480095,Lac-Simon,944,76,56,94,76,75,Non-Indigenous Community / Communauté non-Autochtone
2480103,Chénéville,764,70,46,92,83,73,Non-Indigenous Community / Communauté non-Autochtone
2480110,Namur,572,69,40,95,71,69,Non-Indigenous Community / Communauté non-Autochtone
2480115,Boileau,335,71,50,90,84,74,Non-Indigenous Community / Communauté non-Autochtone
2480125,Saint-Émile-de-Suffolk,477,63,44,92,74,68,Non-Indigenous Community / Communauté non-Autochtone
2480130,Lac-des-Plages,431,77,59,93,66,74,Non-Indigenous Community / Communauté non-Autochtone
2480135,Duhamel,430,75,54,98,69,74,Non-Indigenous Community / Communauté non-Autochtone
2480140,Val-des-Bois,865,74,42,95,77,72,Non-Indigenous Community / Communauté non-Autochtone
